(-64.98677062988281, -129.7335662841797, 0.0)
(-104.44573974609375, 90.19581604003906, 0.0)
(-127.74046407309999, 67.38615241101445, 0.0)
(-7.876713905222603, -119.96455649944119, 0.0)
(-52.20829391479492, 112.46080780029298, 0.0)
(6.986036798149733, -88.71307765629754, 1.0)
(10.854186058044435, -19.128355026245117, 1.0)
(-23.34040919366099, 129.78034711882694, 1.0)
(-30.3002872467041, 115.32047271728516, 1.0)
(-22.259691238403324, -23.19730377197266, 1.0)
(-104.58566345916006, -112.1210630145003, 3.0)
(-84.61191558837892, -97.53050231933595, 5.0)
(-60.74394989013672, -74.94148254394531, 6.0)
(-80.84909057617186, -133.1815643310547, 7.0)
(-22.81968887791343, -38.57256794336044, 7.0)
(-105.95750427246094, -112.24202728271484, 12.0)
(-75.24679565429689, -88.26147460937501, 24.0)
(13.124925838207169, -85.81060186823517, 26.0)
(-31.55148315429688, 115.9386978149414, 41.0)
(12.867377281188967, -85.83616638183595, 45.0)
(-116.9255142211914, 61.12170410156251, 51.0)
(-75.6931381225586, -88.43248748779298, 60.0)
(-7.319365978240968, -120.24124145507812, 60.0)
(-83.0106658935547, -132.04795837402344, 66.0)
(-115.6801986694336, 81.04234313964842, 68.0)
(-81.86853790283205, -132.5151824951172, 0.0)
(20.110713958740234, -22.65573310852051, 0.0)
(-56.19922346392399, 98.44729561988498, 0.0)
(-9.876993221728776, -118.98411891710401, 0.0)
(-105.71912306480358, 89.58091905370664, 0.0)
(-126.69356680356029, 63.10469651009387, 0.0)
(-104.27960761699352, -111.97230077538877, 0.0)
(-76.46357727050781, -90.4639892578125, 0.0)
(7.535919755841189, -88.14979849699242, 1.0)
(-21.289202878191787, -24.045334723657973, 2.0)
(-52.272342681884766, -122.1660385131836, 2.0)
(-22.188882822811955, 134.91701780532122, 5.0)
(-39.41732406616211, 118.53498840332033, 7.0)
(-39.32975791613242, 125.3962825300512, 15.0)
(-135.4331970214989, 54.79978942870829, 16.0)
(-1.9538876441169066, -96.19482192562404, 30.0)
(-50.0422978780201, 115.58426022051691, 36.0)
(-1.3248901367187502, -95.82917022705078, 41.0)
(-80.15155029296876, -132.41282653808594, 43.0)
(-81.75318025725377, -131.5332510622917, 48.0)
(-45.82991790771485, 114.56607055664064, 54.0)
(-1.709625244140625, -98.02925109863281, 60.0)
(-53.68498611450195, 73.15201568603516, 64.0)
(-52.37571334838868, -123.12906646728517, 74.0)
(-57.6417236328125, 108.45526123046876, 92.0)
(-61.260738520834785, -127.5376734905956, 98.0)
(-104.68700408935547, -112.260986328125, 99.0)
(-1.709625244140625, -98.02925109863281, 119.0)
(-77.41309879122507, -134.41553317747145, 123.0)
(48.78721237182617, -59.045318603515625, 152.0)
(19.738092943233703, -22.613071588932588, 158.0)
(-79.01619827836049, -133.17790900911075, 163.0)
(-50.701988165633566, 117.64940388229378, 163.0)
(-39.90601014533985, 125.67205355049792, 180.0)
(-50.21270370483399, 116.26441955566406, 181.0)
(-45.79150390625001, -119.32569885253908, 180.0)
(18.981964111328125, -22.48569679260254, 182.0)
(-81.56120300292969, -132.09014892578125, 211.0)
(-2.8426163196563716, -95.42589569091798, 0.0)
(-58.09293929894155, -71.87573979567385, 0.0)
(-74.84479522705078, -88.69544219970705, 0.0)
(-127.91800689697267, 63.1623764038086, 0.0)
(-7.19792372073658, -119.4009846112381, 0.0)
(11.038673400878908, -86.2082290649414, 0.0)
(-26.596528775151533, 129.95559138126185, 2.0)
(-55.57732391357422, 100.3851318359375, 0.0)
(-93.54184722900389, -102.29742431640626, 0.0)
(-134.9099223353582, 54.98270417532558, 3.0)
(-61.808178042493104, -128.26670484515827, 0.0)
(-116.70957946777345, 84.25559997558594, 5.0)
(39.90592024296038, -35.64230005856948, 15.0)
(-81.05701446533203, -132.7195587158203, 21.0)
(10.89876365661621, -86.40087890625, 29.0)
(100.96596994598542, 17.165702679789, 36.0)
(-81.24960327148439, -133.15078735351562, 37.0)
(13.33080005645752, -85.90376281738283, 40.0)
(-51.525670420266394, 109.78961379264362, 46.0)
(-31.566450119018555, 123.50473022460938, 46.0)
(-116.75690745176212, 83.57358193788087, 46.0)
(-30.399584634643343, 115.49282378781295, 55.0)
(-81.9345474243164, -131.8902587890625, 54.0)
(-82.47225189208986, -131.7020721435547, 66.0)
(100.77995732480537, 17.254690413460185, 71.0)
(-32.04129554330488, 116.15063723682951, 75.0)
(-58.39093780517579, -71.98217773437501, 0.0)
(10.363861010330844, -19.2567329947692, 0.0)
(-75.63419980421016, -90.10857840656162, 0.0)
(-100.3246465844035, -116.06750353183142, 0.0)
(-72.49040985107423, -136.161865234375, 0.0)
(7.454168734292486, -88.61071367634503, 0.0)
(-105.75942230224611, 89.44450378417969, 1.0)
(-7.049859523773193, -119.48986053466797, 3.0)
(-40.46705627441406, 120.73546600341798, 4.0)
(-129.74297791352092, 64.27441805849183, 10.0)
(-31.653980255126953, -58.27244567871094, 12.0)
(-30.778459548950195, 116.1474609375, 0.0)
(-7.3731666242418825, -119.60721557120993, 0.0)
(7.517263412475587, -88.28477478027342, 1.0)
(-61.275321960449226, -78.77654266357422, 2.0)
(-130.4402618408203, 62.49133682250977, 2.0)
(-55.64989471435547, 100.4547119140625, 2.0)
(-21.820711135864254, -32.3352165222168, 2.0)
(-102.482392090482, 89.75389491687804, 2.0)
(-66.62454986572266, -131.54042053222656, 2.0)
(-102.15457263203716, -114.43718092330425, 2.0)
(3.834826946258545, -91.0337142944336, 6.0)
(13.230483525804935, -85.72467802413765, 13.0)
(-51.4953091821732, -122.48786845309782, 16.0)
(-60.78673988691517, -77.29302851156471, 22.0)
(-75.03085798166151, -88.53064858975078, 22.0)
(4.470259147597741, -91.26560835233632, 26.0)
(-29.539085388183597, 129.77499389648438, 26.0)
(-83.23018646240233, -131.32566833496094, 28.0)
(-29.58686447143555, 116.41808319091797, 32.0)
(-52.581712113837995, -123.4659993334446, 43.0)
(-82.16744995117186, -132.37347412109375, 46.0)
(-30.89840698242188, 115.94126892089845, 61.0)
(14.201759338378908, -85.13202667236328, 76.0)
(-52.28065038924853, -123.40225668199258, 81.0)
(-103.99386768328826, -112.18142618022408, 0.0)
(-68.76373403557679, -127.90813255944755, 0.0)
(-7.139788011933735, -119.61758642828381, 0.0)
(6.780569553375244, -88.72061920166017, 0.0)
(-75.92765933641067, -88.76402855849557, 0.0)
(-41.32415390014649, 118.2656707763672, 1.0)
(52.25080871582031, -50.97257995605469, 1.0)
(-26.031320571899418, 131.55059814453125, 3.0)
(-105.66141510009767, 89.70422363281249, 3.0)
(-129.52391900612844, 60.26670306670427, 3.0)
(-49.77623748779297, -121.6138381958008, 3.0)
(-54.8962287902832, 101.08918762207031, 10.0)
(-1.3286951780319216, -77.97005462646484, 41.0)
(-45.53731536865235, -119.1260452270508, 49.0)
(-104.65899658203126, -112.52840423583986, 64.0)
(-29.373516082763672, 115.83871459960938, 74.0)
(-29.743160247802734, 116.09492492675783, 80.0)
(-2.19026517868042, -97.78570556640626, 96.0)
(-26.376955032348633, 129.2708740234375, 101.0)
(12.934082241788918, -84.94029415641434, 0.0)
(-8.054492788473699, -118.65918884368257, 0.0)
(-132.5489259178695, 59.317545305814015, 0.0)
(-61.2781930464405, -74.77284815338277, 2.0)
(-111.80411286214107, 84.8637028360332, 1.0)
(-32.444541931152344, 115.54086303710938, 1.0)
(-24.6192798614502, -35.91572189331055, 2.0)
(-103.90776332130281, -113.05845010717245, 2.0)
(-46.01035690307618, -119.24259948730469, 2.0)
(-68.66287231445312, -131.6371307373047, 5.0)
(11.596697654871619, -22.010742613285387, 11.0)
(-32.60269228364052, 115.95714951900243, 11.0)
(-45.234947204589844, -119.10731506347658, 12.0)
(-44.78803634643555, -118.49633026123047, 36.0)
(11.066584587097168, -22.267087936401364, 41.0)
(-23.227902834066374, -19.077862572718903, 49.0)
(-56.37341318086727, 98.3012497313461, 51.0)
(-127.27978977375375, 68.80736046545054, 55.0)
(-69.10741830781276, -129.06327052799028, 59.0)
